doc_id,term,tf,tfidf
2,abruptli,1,0.2512100448964936
2,birth,1,0.12083382285125378
2,4,1,0.07137206457500346
2,ratio,1,0.12176517113485122
2,cyto,2,0.4022864608435131
2,regularli,1,0.1809946082737103
2,18,2,0.2606210864744157
2,nuclear,1,0.1452718449054076
2,content,1,0.10802218382232644
2,high,1,0.08593482156786084
2,throughout,1,0.1434498646267921
2,6,1,0.08624608024909286
2,result,1,0.05612982464766734
2,enabl,1,0.21151987505746264
2,us,1,0.16477565112566817
2,character,1,0.12472379186518456
2,three,1,0.09171690418960249
2,stage,4,0.43208873528930575
2,growth,2,0.16768436235799192
2,hyperplasia,2,0.2739772909326367
2,without,1,0.09364782392114393
2,hypertrophi,2,0.2559299890207928
2,rd,2,0.3619892165474206
2,post,2,0.2769893470300334
2,natal,2,0.45231839235482585
2,cellular,1,0.1355454715855941
2,reorganis,1,0.2512100448964936
3,surfact,3,1.2686164455111555
3,fetal,4,1.360497052914087
3,lamb,4,1.8537818793411363
3,tracheal,3,1.628346212477373
3,fluid,5,1.3794062470753763
3,deliv,2,0.8953857188694135
3,cesarean,1,0.5427820708257911
3,section,1,0.3747637292001209
3,intact,1,0.3187884202211566
3,circul,1,0.2857079461275977
3,fill,1,0.4228721485037185
3,trachea,1,0.5076477001379104
3,analysi,1,0.2816318347707447
3,reveal,2,0.5342633809157207
3,contain,2,0.4573620709371059
3,materi,1,0.24940448593557668
3,high,1,0.20624357176286603
3,surfac,2,0.6036973059250664
3,activ,3,0.5292343537585379
3,near,1,0.36333110110752664
3,term,1,0.24306357649147975
3,less,1,0.22286632705695647
3,prematur,1,0.38111766644488376
3,administr,1,0.2468053307181648
3,10,1,0.21084598197267948
3,per,3,0.671413726701667
3,cent,2,0.5800023496860182
3,oxygen,1,0.2900011748430091
3,ewe,1,0.4827437530122158
3,1,1,0.1579866161863501
3,hour,1,0.26388527890994984
3,prior,1,0.32198452242733344
3,deliveri,1,0.3747637292001209
3,alter,1,0.2406665007557022
3,properti,1,0.29933710047644296
3,two,1,0.17738599962362564
3,analys,1,0.35326604218498725
3,146,1,0.6029041077515848
3,198,1,0.5427820708257911
3,mg,1,0.26880623614840743
3,lipid,1,0.33238721643604013
3,100,1,0.30711598682495134
3,ml,1,0.3127453037692989
3,30,1,0.2857079461275977
3,40,1,0.3442796751043011
3,phospholipid,1,0.38111766644488376
3,part,1,0.2577679705499149
3,compon,1,0.2969006416684524
3,investig,1,0.2442907513763244
3,report,1,0.19032727248432235
3,offer,1,0.34012426322852174
3,model,1,0.41272504190483617
3,research,1,0.38111766644488376
3,possibl,1,0.20191749280114504
3,intrauterin,1,0.4343870598569048
3,factor,1,0.20624357176286603
3,pathogenesi,1,0.3287727491191641
3,hyalin,1,0.44769285943470677
3,membran,1,0.28364408492876025
3,diseas,1,0.1819554576432216
4,placent,2,1.0318126047620904
4,cord,4,1.9055883322244187
4,blood,4,0.8994312081329625
4,lipid,2,0.8309680410901003
4,comparison,1,0.38054990736371264
4,set,2,1.0318126047620904
4,doubl,2,0.8953701888458321
4,ovum,2,1.3569551770644777
4,twin,2,1.15861367458821
4,stillborn,3,2.2608904040684425
4,live,4,1.7432621388648912
4,born,3,1.291048781641129
4,1,1,0.1974832702329376
4,determin,2,0.5119309444656325
4,phospholipid,2,0.9527941661122094
4,total,2,0.5667305075002314
4,free,1,0.3318647765261079
4,cholesterol,1,0.542983824821131
4,triglycerid,3,1.7379205118823151
4,nefa,3,1.7379205118823151
4,made,2,0.5083267726185283
4,tissu,1,0.22614116813948734
4,one,3,0.5791888754307941
4,2,2,0.35444565112589815
4,similar,1,0.2718411737754565
4,occur,1,0.23427726857034364
4,fraction,1,0.3360077951855093
4,studi,2,0.2956261238823702
4,except,1,0.3741713755955537
4,level,1,0.22876782106876445
4,3,1,0.1974832702329376
4,serum,1,0.2897080634035439
4,infant,2,0.6371983785127023
4,contain,1,0.2858512943356912
4,third,1,0.3681688011103727
4,much,2,0.6637295530522158
4,21,1,0.45416387638440825
4,time,1,0.21696322268538137
4,4,1,0.2141161937250104
4,content,2,0.6481331029339586
4,stillbirth,1,0.7536301346894809
4,placenta,1,0.48498376109986197
4,highest,1,0.4763970830561047
4,laboratori,1,0.4154840205450501
4,includ,1,0.2910294884670922
4,26,1,0.46106750589800666
4,birth,1,0.36250146855376136
4,5,1,0.23717042116452636
4,suggest,1,0.22051431406605748
4,increas,1,0.17934119236446222
4,lipoprotein,1,0.634559625172388
4,lipas,1,0.7536301346894809
4,activ,1,0.22051431406605748
4,may,1,0.18807268784160458
4,accompani,1,0.3773108162031665
4,intrauterin,1,0.542983824821131
4,fetal,1,0.4251553290356521
4,death,1,0.3711258020855655
5,free,4,1.3274591061044316
5,fatti,4,1.509243264812666
5,acid,4,1.013103045670348
5,concentr,3,0.8187936891839616
5,matern,3,1.2754659871069562
5,plasma,3,0.8937830435055786
5,fetal,2,0.8503106580713042
5,bodi,3,0.8155235213263696
5,fat,3,1.324747658193702
5,content,1,0.3240665514669793
5,subcutan,1,0.4684546615001511
5,inject,2,0.5251458403871225
5,200,1,0.4763970830561047
5,u.s.p.,1,0.7536301346894809
5,unit,1,0.4303495938803763
5,heparin,2,1.119232148586767
5,femal,1,0.3773108162031665
5,spragu,1,0.634559625172388
5,dawley,1,0.634559625172388
5,rat,2,0.4996220238541715
5,produc,1,0.2523968660014313
5,larg,1,0.2846000429897651
5,sustain,1,0.542983824821131
5,elev,1,0.41096593639895507
5,signific,1,0.2401635670677404
5,chang,2,0.4014665805873112
5,blood,1,0.22485780203324063
5,glucos,1,0.3873530024509086
5,group,2,0.44718737754686577
5,pregnant,1,0.45416387638440825
5,receiv,1,0.34256590325033415
5,3,1,0.1974832702329376
5,time,1,0.21696322268538137
5,daili,1,0.41096593639895507
5,throughout,1,0.4303495938803763
5,pregnanc,1,0.41096593639895507
5,fetus,2,1.0571803712592962
5,mother,3,1.095886540213661
5,191,1,0.6784775885322388
5,2,2,0.35444565112589815
5,211,1,0.7536301346894809
5,day,1,0.2401635670677404
5,gestat,1,0.5045710771066327
5,significantli,1,0.308506663397706
5,uninject,1,0.7536301346894809
5,hypothesi,1,0.40248065303416675
5,present,1,0.18263740478114954
5,part,1,0.32220996318739364
5,determin,1,0.25596547223281624
5,accumul,1,0.45416387638440825
5,propos,1,0.46106750589800666
5,composit,1,0.4251553290356521
5,note,1,0.3448515617688441
5,babi,1,0.5285901856296481
5,diabet,1,0.3448515617688441
5,might,1,0.39093162971162354
5,thu,1,0.3681688011103727
5,ascrib,1,0.7536301346894809
5,abnorm,1,0.3023196015663789
5,high,1,0.25780446470358254
6,concentr,5,1.0917249189119487
6,non,5,1.2673706267265743
6,esterifi,4,1.691488594014874
6,fatti,4,1.2073946118501329
6,acid,4,0.8104824365362785
6,matern,3,1.020372789685565
6,fetal,3,1.020372789685565
6,plasma,5,1.1917107246741048
6,intact,1,0.3187884202211566
6,alloxan,2,0.8254500838096723
6,diabet,2,0.5517624988301505
6,x,2,0.5593375263003136
6,ray,2,0.6973048555459566
6,irradi,2,0.5555052107247177
6,rat,3,0.5995464286250057
6,determin,1,0.204772377786253
6,pregnant,3,1.0899933033225797
6,show,1,0.17084674513540865
6,exist,1,0.27588124941507525
6,increas,3,0.43041886167470933
6,depend,1,0.29933710047644296
6,pregnanc,3,0.9863182473574921
6,period,1,0.18685512055832454
6,20,1,0.2577679705499149
6,th,2,0.6885593502086022
6,22,1,0.35814807553833283
6,nd,1,0.41272504190483617
6,day,3,0.576392560962577
6,amount,1,0.2406665007557022
6,40,2,0.6885593502086022
6,50,1,0.2816318347707447
6,per,1,0.22380457556722236
6,cent,1,0.2900011748430091
6,valu,2,0.4635329014456702
6,produc,1,0.20191749280114504
6,2,1,0.14177826045035927
6,prior,1,0.32198452242733344
6,test,1,0.19917240789227333
6,three,1,0.22012057005504598
6,fivefold,1,0.6029041077515848
6,time,1,0.17357057814830512
6,signific,1,0.19213085365419233
6,rise,1,0.2796687631501568
6,absent,1,0.36333110110752664
6,slightli,1,0.34012426322852174
6,averag,1,0.2563103284536265
6,whole,1,0.3127453037692989
6,bodi,1,0.21747293902036524
6,exposur,1,0.3287727491191641
6,dose,2,0.49618800187790746
6,400,1,0.4343870598569048
6,r,2,0.7495274584002418
6,output,1,0.33616595576230107
6,min,1,0.3486524277729783
6,femal,1,0.3018486529625332
6,begin,1,0.33616595576230107
6,17,1,0.3098824019607269
6,result,1,0.13471157915440163
6,chang,1,0.1605866322349245
6,immedi,1,0.3127453037692989
7,lipid,5,1.6619360821802005
7,metabol,1,0.2276800343918121
7,toxemia,1,0.5427820708257911
7,normal,3,0.46232275503426434
7,pregnanc,2,0.6575454982383282
7,amount,1,0.2406665007557022
7,fatti,2,0.6036973059250664
7,acid,3,0.6078618274022088
7,composit,2,0.6802485264570435
7,total,4,0.9067688120003702
7,extract,1,0.2740527226002673
7,serum,3,0.6952993521685052
7,examin,2,0.4420491761779218
7,pregnant,1,0.36333110110752664
7,women,3,0.921347960474854
7,first,1,0.21491709887169513
7,second,1,0.2878260356660504
7,third,1,0.2945350408882982
7,trimest,1,0.4827437530122158
7,earli,1,0.2192274493644266
7,postpartum,1,0.5076477001379104
7,period,1,0.18685512055832454
7,patient,1,0.12931786679733734
7,mild,1,0.38798700887988957
7,sever,1,0.1897363369316211
7,preeclampsia,3,1.8087123232547542
7,essenti,1,0.3157114705118243
7,hypertens,2,0.7065320843699745
7,placenta,2,0.7759740177597791
7,term,1,0.24306357649147975
7,also,1,0.16571765915265338
7,increas,1,0.14347295389156978
7,rise,1,0.2796687631501568
7,less,1,0.22286632705695647
7,pronounc,1,0.35326604218498725
7,palmit,1,0.5076477001379104
7,mildli,1,0.4827437530122158
7,significantli,1,0.2468053307181648
7,elev,2,0.6575454982383282
7,arachidon,1,0.4827437530122158
7,preeclampt,1,0.5076477001379104
7,find,1,0.21084598197267948
7,compar,1,0.1971811035389325
7,obtain,1,0.2012212348295903
7,anim,1,0.2192274493644266
7,develop,1,0.1673827266093244
7,eclampsia,1,0.6029041077515848
7,experiment,1,0.2654918212208863
7,basi,1,0.2577679705499149
8,essenti,2,0.5261857841863737
8,fatti,2,0.5030810882708886
8,acid,6,1.013103045670348
8,tran,2,0.7239784330948412
8,configur,2,0.7239784330948412
8,subcutan,2,0.6246062153335348
8,viscer,2,0.7461547657245112
8,fat,3,0.8831651054624681
8,newborn,3,0.7677899670623783
8,made,1,0.16944225753950942
8,investig,1,0.20357562614693697
8,estim,1,0.2606210864744157
8,content,2,0.43208873528930575
8,linol,1,0.38620455819607
8,linolen,1,0.5024200897929872
8,spectrophotometr,1,0.45231839235482585
8,abl,1,0.28343688602376804
8,show,1,0.14237228761284051
8,penetr,1,0.38620455819607
8,placent,1,0.3439375349206968
8,barrier,1,0.35239345708643205
8,low,1,0.20255298040956643
8,immatur,1,0.32955130225133633
8,one,1,0.12870863898462093
8,7-14,1,0.5024200897929872
8,g,1,0.2905436898108152
8,rise,1,0.23305730262513064
8,trend,1,0.3730773828622556
9,acetoacet,3,3.0145205387579237
9,format,3,1.311553955652039
9,liver,3,1.1190228778361118
9,human,2,0.66843904437653
9,fetus,3,2.1143607425185924
9,age,2,0.692484750259303
9,8-17,2,2.009680359171949
9,week,3,1.4081591738537236
9,slice,1,0.8045729216870262
9,homogen,1,0.6147566745306755
9,low,1,0.40510596081913286
9,rate,1,0.3377010152234493
9,rais,1,0.5212421729488314
9,addit,1,0.3880393179561229
9,acet,1,0.6878750698413936
9,octano,1,1.0048401795859745
9,incub,1,0.5737994585071684
9,medium,1,0.49089173481383025
9,possibl,1,0.336529154668575
9,demonstr,1,0.34498432099637144
9,isol,2,0.7796523313338073
9,mitochondria,2,1.293290029599632
9,17,1,0.5164706699345447
9,old,1,0.42015630385535296
9,probabl,1,0.4092296611570725
9,injur,1,0.7461547657245112
10,chang,2,0.321173264469849
10,blood,4,0.71954496650637
10,glucos,4,1.2395296078429077
10,non,4,1.0138965013812595
10,esterifi,4,1.691488594014874
10,fatti,4,1.2073946118501329
10,acid,4,0.8104824365362785
10,foetal,2,0.8687741197138096
10,newborn,2,0.6142319736499027
10,lamb,1,0.46344546983528406
10,inject,1,0.21005833615484903
10,adrenalin,5,2.7139103541289553
10,intraven,1,0.2969006416684524
10,measur,1,0.20191749280114504
10,adult,2,0.4813330015114044
10,sheep,1,0.4343870598569048
10,foetu,1,0.5076477001379104
10,immedi,1,0.3127453037692989
10,birth,1,0.2900011748430091
10,littl,1,0.3157114705118243
10,increas,2,0.28694590778313955
10,either,1,0.2577679705499149
10,respons,2,0.36079527288742297
10,reach,1,0.3098824019607269
10,level,1,0.18301425685501158
10,twenti,1,0.3486524277729783
10,four,1,0.25487935140508095
10,hour,1,0.26388527890994984
10,age,1,0.20774542507779092
10,ed,1,0.40365686168530623
10,gradual,1,0.3486524277729783
10,first,1,0.21491709887169513
10,week,1,0.2816318347707447
11,electron,2,0.7483427511911074
11,microscop,1,0.4154840205450501
11,observat,1,0.7536301346894809
11,transfer,1,0.4251553290356521
11,fat,4,1.7663302109249361
11,human,3,0.7519939249235963
11,placenta,4,1.9399350443994479
11,result,2,0.33677894788600404
11,previou,1,0.40663641475678236
11,present,1,0.18263740478114954
11,studi,1,0.1478130619411851
11,transport,3,1.324747658193702
11,mean,1,0.2718411737754565
11,microscopi,1,0.4251553290356521
11,obtain,1,0.2515265435369879
11,follow,1,0.20265235043332283
11,conclus,1,0.3873530024509086
11,1,1,0.1974832702329376
11,neutral,1,0.44768509442291604
11,permeat,2,1.5072602693789618
11,without,1,0.2809434717634318
11,dissoci,1,0.542983824821131
11,2,1,0.17722282556294908
11,almost,1,0.3873530024509086
11,process,1,0.3023196015663789
11,seem,1,0.31175560741947084
11,due,1,0.26555913230824013
11,biolog,2,0.7363376022207454
11,activ,1,0.22051431406605748
11,pinocytosi,1,0.634559625172388
11,repres,1,0.3773108162031665
11,author,2,0.5902161334241117
11,newli,1,0.48498376109986197
11,found,1,0.19263448126427682
11,sever,1,0.23717042116452636
11,fact,1,0.35713493265949714
11,dissolut,1,0.6784775885322388
11,like,1,0.32788848891300976
11,chang,1,0.2007332902936556
11,basement,1,0.579306837294105
11,membran,1,0.3545551061609503
11,via,1,0.49432695337700455
11,stroma,1,0.579306837294105
11,cell,1,0.19094403135769997
11,believ,1,0.4251553290356521
11,bring,1,0.5285901856296481
11,clue,1,0.6034296912652697
11,explain,1,0.359782544582563
11,mechan,1,0.2884048640625968
11,materi,1,0.31175560741947084
12,content,5,0.9259044327627981
12,phosphatid,3,1.0344508993118908
12,triglycerid,7,2.31722734917642
12,cholesterol,5,1.5513823566318028
12,placenta,2,0.5542671555426993
12,matern,2,0.48589180461217385
12,fetal,3,0.7288377069182608
12,new,1,0.17909821242666357
12,born,1,0.2459140536459293
12,liver,5,0.7993020555972227
12,white,1,0.2595222150768047
12,rat,5,0.7137457483631021
12,thin,1,0.3197806138819334
12,layer,1,0.31027647132636055
12,chromatograph,1,0.3310324784537743
12,examin,2,0.3157494115556584
12,show,1,0.12203338938243473
12,differ,2,0.23792118309547378
12,rise,3,0.599290206750336
12,signific,1,0.13723632403870878
12,increas,2,0.20496136270224252
12,esterifi,1,0.3020515346455132
12,howev,1,0.15174807560470863
12,strike,1,0.27222690460348836
12,chang,1,0.11470473731066035
12,free,3,0.5689110454733278
12,lipid,2,0.4748388806229144
12,phosphoru,2,0.5542671555426993
12,fraction,2,0.38400890878343913
12,lecithin,2,0.6620649569075486
12,colamin,2,0.7754029583225586
12,cephalin,2,0.7252110001970148
12,sphingomyelin,1,0.3310324784537743
12,lysolecithin,1,0.43064579125113195
12,compar,1,0.14084364538495178
12,adult,2,0.34380928679386025
12,contain,1,0.16334359676325208
12,littl,1,0.22550819322273163
12,less,1,0.15919023361211174
12,50,1,0.20116559626481764
12,per,1,0.15986041111944452
12,cent,1,0.20714369631643506
12,condit,1,0.15117303317924324
12,concentr,3,0.4678821081051208
12,19,2,0.5116401079119041
12,th,2,0.4918281072918586
12,day,3,0.41170897211612634
12,lower,1,0.17628952194154626
12,mother,1,0.20874029337403066
12,refer,1,0.19447512822160462
12,dri,1,0.3020515346455132
12,weight,1,0.17909821242666357
12,result,1,0.09622255653885829
12,decreas,1,0.15351221347978222
12,well,1,0.14274914967262042
12,slight,1,0.25233288727499087
12,22,2,0.5116401079119041
12,nd,2,0.5896072027211945
12,valu,2,0.3310949296040501
12,occur,1,0.13387272489733923
12,immedi,1,0.2233895026923563
12,birth,1,0.20714369631643506
12,influenc,1,0.17361684035105696
12,milk,1,0.3310324784537743
12,food,1,0.3197806138819334
12,moreov,1,0.27713357777134967
12,lead,1,0.19447512822160462
12,consider,1,0.18006698736657983
12,phospholipid,1,0.27222690460348836
12,correspond,1,0.2233895026923563
12,sole,1,0.29480360136059724
12,higher,1,0.1810529466752249
12,end,1,0.24011853983021503
12,pregnanc,1,0.23483767794226001
12,drop,1,0.31027647132636055
12,toward,1,0.24903744840927017
13,analysi,1,0.4693863912845745
13,mammalian,2,1.3757501396827871
13,len,3,1.4182204246438013
13,protein,3,1.169478497000711
13,electrophoresi,2,1.345522872284354
13,differ,2,0.5551494272227722
13,speci,2,0.9817834696276605
13,analyz,2,1.1475989170143368
13,two,2,0.5912866654120854
13,dimension,1,0.9046367847096517
13,starch,1,0.77240911639214
13,gel,1,0.5602765929371684
13,number,1,0.36245489836727535
13,fraction,2,0.896020787161358
13,detect,1,0.42015630385535296
13,mean,1,0.36245489836727535
13,vari,1,0.44521948409643386
13,11-20,1,1.0048401795859745
13,crystallin,3,1.7213983755215052
13,resolv,1,0.8460795002298506
13,three,2,0.7337352335168199
13,compon,2,0.9896688055615079
13,b,1,0.45980208235845876
13,5-11,1,1.0048401795859745
13,five,1,0.4870606845394049
13,techniqu,1,0.39534326052995367
13,provid,1,0.44521948409643386
13,sensit,1,0.4271838807560441
13,method,1,0.3264734795010875
14,autoradiograph,1,0.38111766644488376
14,studi,1,0.11825044955294808
14,cell,3,0.4582656752584799
14,migrat,1,0.35326604218498725
14,eye,2,0.7266622022150533
14,len,3,0.8509322547862808
14,epithelium,2,0.7065320843699745
14,normal,2,0.30821517002284293
14,alloxan,2,0.8254500838096723
14,diabet,5,1.3794062470753763
14,rat,4,0.7993952381666745
14,lens,1,0.3747637292001209
14,without,1,0.22475477741074545
14,cataract,1,0.41272504190483617
14,investig,1,0.2442907513763244
14,autoradiographi,1,0.4343870598569048
14,4,5,0.8564647749000416
14,hour,3,0.7916558367298494
14,day,3,0.576392560962577
14,8,2,0.4936106614363296
14,intraperiton,1,0.41272504190483617
14,inject,2,0.42011667230969807
14,h,1,0.3157114705118243
14,3,1,0.1579866161863501
14,thymidin,2,0.6802485264570435
14,0.4,1,0.5427820708257911
14,uc,1,0.4343870598569048
14,g,1,0.3486524277729783
14,bodi,1,0.21747293902036524
14,weight,1,0.25073749739732903
14,made,1,0.20333070904741135
14,prior,1,0.32198452242733344
14,age,1,0.20774542507779092
14,week,1,0.2816318347707447
14,posit,1,0.27775260536235885
14,label,3,0.8700035245290273
14,nuclei,3,1.1242911876003625
14,note,1,0.27588124941507525
14,grain,2,0.9268909396705681
14,number,1,0.21747293902036524
14,count,2,0.6575454982383282
14,lower,1,0.2468053307181648
14,frequenc,2,0.6197648039214538
14,control,1,0.1915244500181411
14,equal,1,0.3486524277729783
14,diagram,1,0.6029041077515848
14,given,2,0.43322217678455693
14,three,1,0.22012057005504598
14,experiment,2,0.5309836424417727
14,period,2,0.3737102411166491
14,predomin,1,0.38798700887988957
14,peak,2,0.6802485264570435
14,appear,1,0.17219457476787725
14,distanc,1,0.44769285943470677
14,30-60,1,0.6029041077515848
14,front,1,0.6029041077515848
14,begin,1,0.33616595576230107
14,nuclear,1,0.3486524277729783
14,arc,1,0.5427820708257911
14,success,1,0.32198452242733344
14,shift,2,0.8073137233706125
14,toward,1,0.3486524277729783
14,area,1,0.2534741253453149
14,observ,1,0.15908777705556099
14,longer,1,0.41272504190483617
14,restrict,1,0.38798700887988957
14,anim,1,0.2192274493644266
14,result,1,0.13471157915440163
14,may,1,0.1504581502732837
14,best,1,0.3157114705118243
14,interpret,1,0.3253091318054259
14,effect,1,0.14318708747505496
14,increas,1,0.14347295389156978
14,time,1,0.17357057814830512
14,gener,1,0.23282359077367376
14,appendix,1,0.6029041077515848
14,histotechniqu,1,0.6029041077515848
14,collabor,1,0.6029041077515848
14,mr,1,0.5076477001379104
14,gertraud,1,0.6029041077515848
14,moewi,1,0.6029041077515848
15,len,8,1.4182204246438013
15,develop,2,0.2092284082616555
15,differenti,2,0.3360077951855093
15,embryon,5,1.11921273605729
15,chick,2,0.4763970830561047
15,epitheli,4,0.7892786762795607
15,cell,3,0.28641604703654994
15,vitro,1,0.17856746632974857
15,vivo,1,0.2179077673581114
15,behavior,1,0.1936765012254543
15,six,1,0.19731966906989018
15,day,1,0.1200817835338702
15,embryo,1,0.23819854152805234
15,studi,1,0.07390653097059255
15,three,1,0.13757535628440373
15,differ,2,0.20818103520853956
15,experiment,1,0.16593238826305395
15,situat,1,0.21517479694018815
15,explant,4,1.085967649642262
15,sever,1,0.11858521058226318
15,fluid,1,0.17242578088442204
15,cultur,3,0.4468915217527893
15,media,1,0.25228553855331637
15,b,1,0.17242578088442204
15,follow,3,0.30397852564998423
15,reimplant,2,0.6784775885322388
15,lensectom,1,0.37681506734474046
15,eye,2,0.45416387638440825
15,c,1,0.16203327573348966
15,coelom,2,0.7536301346894809
15,caviti,1,0.2714919124105655
15,specimen,2,0.4303495938803763
15,examin,1,0.13814036755560055
15,histolog,1,0.18408440055518635
15,total,1,0.14168262687505784
15,volum,1,0.18408440055518635
15,materi,1,0.15587780370973542
15,determin,2,0.25596547223281624
15,planimetri,1,0.37681506734474046
15,serial,1,0.22384254721145802
15,section,1,0.23422733075007554
15,result,1,0.08419473697150101
15,interpret,1,0.20331820737839118
15,1,1,0.0987416351164688
15,small,1,0.1489638405842631
15,amount,2,0.30083312594462774
15,protein,2,0.29236962425017776
15,supplement,2,0.542983824821131
15,medium,1,0.18408440055518635
15,capabl,1,0.2179077673581114
15,limit,1,0.16800389759275464
15,independ,1,0.21257766451782606
15,cytodifferenti,1,0.37681506734474046
15,without,1,0.1404717358817159
15,fail,1,0.20124032651708337
15,undergo,1,0.21517479694018815
15,fiber,2,0.579306837294105
15,format,2,0.32788848891300976
15,2,1,0.08861141278147454
15,return,1,0.23053375294900333
15,environ,1,0.23053375294900333
15,respond,1,0.21010372235143815
15,resumpt,1,0.37681506734474046
15,growth,1,0.12576327176849394
15,cellular,1,0.20331820737839118
15,least,1,0.18865540810158324
15,morphogenet,1,0.37681506734474046
15,chang,1,0.1003666451468278
15,necessari,1,0.21257766451782606
15,form,1,0.12323818971183281
15,support,1,0.18408440055518635
15,respons,1,0.11274852277731967
15,3,1,0.0987416351164688
15,initi,1,0.1584213283408218
15,suffici,1,0.21010372235143815
15,complet,1,0.1489638405842631
15,autonom,1,0.2579531511905226
15,matur,1,0.21257766451782606
15,4,1,0.1070580968625052
15,intern,1,0.21257766451782606
15,architectur,1,0.317279812586194
15,overal,1,0.24716347668850228
15,shape,1,0.22384254721145802
16,treatment,1,0.16866024093506743
16,activ,2,0.352822902505692
16,chronic,3,0.8448955043122341
16,hepat,5,1.5355799341247567
16,lupoid,2,1.0855641416515822
16,6,2,0.41398118519564575
16,mercaptopurin,2,0.8953857188694135
16,azothioprin,2,1.0855641416515822
16,imuran,1,0.4827437530122158
16,use,1,0.15342768777688265
16,success,1,0.32198452242733344
16,3,1,0.1579866161863501
16,patient,1,0.12931786679733734
16,2,1,0.14177826045035927
16,period,1,0.18685512055832454
16,1,1,0.1579866161863501
16,year,1,0.1939823347579029
16,drug,1,0.2654918212208863
16,allow,1,0.3253091318054259
16,modif,1,0.4228721485037185
16,even,1,0.26231079113040784
16,abolit,1,0.6029041077515848
16,discomfort,1,0.5076477001379104
16,corticosteroid,1,0.36333110110752664
16,regim,1,0.5427820708257911
16,action,2,0.49618800187790746
16,may,1,0.1504581502732837
16,analog,1,0.40365686168530623
16,anti,1,0.3486524277729783
16,immun,1,0.3127453037692989
16,suppress,1,0.32198452242733344
16,homograft,1,0.4827437530122158
16,reject,1,0.38111766644488376
17,treatment,2,0.33732048187013486
17,collagen,2,0.9268909396705681
17,diseas,3,0.5458663729296648
17,cytostat,2,1.2058082155031695
17,22,2,0.7162961510766657
17,patient,5,0.6465893339866867
17,3,1,0.1579866161863501
17,immunolog,1,0.3098824019607269
17,treat,1,0.2192274493644266
17,antimetabolit,1,0.4827437530122158
17,purinethol,1,0.5427820708257911
17,6,1,0.20699059259782288
17,mercaptopurin,1,0.44769285943470677
17,imuran,1,0.4827437530122158
17,azathioprin,1,0.5076477001379104
17,averag,1,0.2563103284536265
17,period,1,0.18685512055832454
17,four,1,0.25487935140508095
17,month,2,0.49618800187790746
17,rang,1,0.27775260536235885
17,one,1,0.1544503667815451
17,eleven,1,0.46344546983528406
17,improv,1,0.30443992589097013
17,obtain,1,0.2012212348295903
17,17,1,0.3098824019607269
17,20,1,0.2577679705499149
17,long,2,0.5246215822608157
17,term,2,0.4861271529829595
17,glucocorticoid,2,1.0152954002758208
17,medic,2,0.6575454982383282
